,text
5398,What is your branch ???????<br>Plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz reply plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
5399,"Yus , we want ....."
5400,Roadmap for these student jo graduation ke bd apna career coding filed me krna chahte hai plsss mam🙏🙏🙏🙏🙏🙏
5401,@telengana 5its No. tumhe Hindi nahi aati hai to it&#39;s your problem
5402,Thx bro bhai 🙏
5403,@मैथिल BIBHUTI konnichiwa
5404,Thx sir 😄
5405,Thank you 🔥
5406,"For those who don&#39;t have time ;<br>1. <a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=0m18s"">0:18</a> Rankings.<br>2.  <a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=2m38s"">2:38</a> Laptops.<br>3. <a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=3m48s"">3:48</a> Online Pdfs.<br>4. <a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=4m50s"">4:50</a> Social Interactions.<br>5.  <a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=6m28s"">6:28</a> Opportunity explore."
5407,Thank you
5408,Thanks a lot 😀
5409,absolutely
5410,Thank you for summarising!
5411,@Riya Jaiswal not necessary
5412,"Summary 🎉<br>1. NIRF Rankings (based on many factors which includes campus size &amp; sports opportunities) are important but priority should be fee structure, placement &amp; opportunities. + Brand Image Matters, Don&#39;t limit yourself to your branch only! Chemical Engineers can be coders too.<br><br>2. Laptops are important, have it asap! But don&#39;t need to be super expensive! 25 K ka basic laptop is cool for coding too.<br>Only limitations will be things like ML &amp;  Android Studio in low price laptop but didi too cracked Microsoft &amp; 2 internships with basic i3 Lappy.<br><br>3. Online PDFs are boon, make a habit according to your convenience asap since it is super cheap + convinient.<br><br>4. Social Interactions are important, since communication helps a lot in career. Spend time with new &amp; like minded people. Be open and keep improving!<br><br>5. Explore Opportunities like hell but always have motive and goals. Create hobbies, make experiences explore different things &amp; dynamics, including startups, government internships in isro and drdo and everything."
5413,"Mam plss <a href=""http://help.me/"">help.me</a> mai software engineer me jana chahti hu coding sikh kr but mai kafi late hu aisa lgta h Mujhe graduation ho gya pg chal rha h plsss help me"
5414,Starting wala Background music konsa hai? It was 🔥
5415,Please koi inka Instagram dedo
5416,Mam plssss jo student graduation ke bd apna career coding me bnana chahte h coding sikh kr software engineer banna chahte h us pr video bnaiye plsss plssss plsssssssss .....jo student graduation ke bd coding start krna chahte uska roadmap plssss mam
5417,Sor maine apna channel aapko aur pw ko dekh kar hi banaya hu
5418,BCA
5419,mam pls video for BCA students
5420,didi is great
5421,Bsc computer science iss topic ke upar toh koi ve video Nahi banata
5422,Is College Life is better there compare to warangal surathkal or Rourkela
5423,Which nit has best environment for cse
5424,Bahi ye log nahi banyenge
5425,Excellent communication with gestures is amazing.
5426,Didi aaj maja aa gya
5427,You literally joined YouTube like 5 minutes ago amazing . Besides I like classroom of the Elite too
5428,mam i am taking admission in BCA so what should i learn in laptop already ?
5429,Sasta Aman dhattarwal(female version) 😅😂
5430,Am sure that in nxt 4 yrs I&#39;ll meet u n aman sir
5431,"Kis clg,ok even if not good,anyone can rock.just casually asking"
5432,?
5433,which coleege bro?
5434,Which college
5435,"Thank you so much Di, As I am gonna start this college journey from next week ❤️. This video is quite helpful &amp; informative😃."
5436,@it&#39;s easy 54k I think kyuki ek laptop unhi ko shop se lekr gye the lekin uss tym idea nii tha toh usme kch paise off hue price 66 tha lkn pdha 54 me
5437,@Ankit Jindal kitne ka laptop liya apne
5438,@Shravan kumar u to bhai
5439,@vishnu shi h bro
5440,I use i3 8th gen 😁
5441,"<a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=3m28s"">3:28</a> or meko lg rha tha ki maine jo i5 8th gen laptop le liya wo coding k lye thk hga v ki nii  sb chiizz kr v paunga ya phr nii but now thinking is different!!"
5442,"Didi, Problem yeh nhi ki new things explore Karna <br>Problem yeh hai kon kon si things explore karuu 😑😑<br>Too much distraction 😶"
5443,Laptop guide bna do plz
5444,BBDU University Lucknow kaisa hai mam please tell me mam🙏
5445,I liked this❤
5446,Love you DD🙏
5447,i am joining cu
5448,Yes
5449,is MacBook air good for machine learning and app development?
5450,Motivational didi .. ❤️❤️..
5451,Please make video on how to do ds algo please
5452,🥰
5453,Intro music ends: ok bye
5454,😅
5455,SALUTE TO YOU DIDI APNE i3 me APNE dono internship lipta di <br><br> AUR HAM KO TO RYZEN 5900H WITH RTX 3090 GRAPHIC CARD WITH FAST REFRESH RATE  LAPTOP  chahiye only for ( JEE LECTURES ) 😅😅😅😅<br><br> HANDS DOWN 🙌🙌
5456,Please support me sir for
5457,How bhai
5458,I&#39;m doing engineering and I feel I&#39;m stuck in an infinite trap.
5459,Good for coding
5460,Didi how is lenovo i3 windows 10 laptop ??
5461,😎🤗🤗
5462,@Tanmay Arora thanks!
5463,@brb4r  Oh Great! All the best bro
5464,"@Tanmay Arora thanks, IITH has been my dream tho:)"
5465,"@brb4r  Badhiya h bhai, baaki try krna top 3-5 IIT mai ho jaaye.. Be optimistic and work hard :)"
5466,"@Tanmay Arora kaisa college hai bhai(im from delhi), im considering it if i dont get cs at a decent iit"
5467,"Any fresher remember ki interact acha karo sab se<br>Don&#39;t be an introvert anymore<br>If you&#39;ll continue to be,that will affect u a lot"
5468,MCA vs BTech wich one is best
5469,Didi apaka name kya
5470,😴😴
5471,@B.HARISH DU ki boht value hai
5472,@ANIMESH TRIPATHI du ka BSc cs ka value jyadha hotha heyy kya btech cse in local clg&#39;s seyy<br>As atlast we have to learn skills<br>Kyuki meyy uthna afford Kar saktha huu
5473,"@B.HARISH Jaha btech cse maangta hai vaha pe bSc cs bhi maangega , jo bhi karo , extra skills khudse hi padhke gain karni hogi tb placement hoga . Sasta dekh kr ghus ja kahi , ya entrance bache ho kisi ke to dedo , BSc du ka entrance dekhlo hoto apply krdo."
5474,@ANIMESH TRIPATHI bro meraa 12th completed heyy kya karuu patha nahii chal raha heyy cs meyy interest heyy degree BSc cs loo ya cse.<br>Cse in normal private local clg&#39;s seyy Kar saktha huu kya?
5475,@ANIMESH TRIPATHI pcm + cs
5476,Who are in 10th but still watching these things 😂
5477,Put subtitles please 🙏🙏🙏🙏
5478,good
5479,😂😂😂op
5480,You should be CEO of Apna Gyaan.😂
5481,@Pratyush Kumar Mishra no she is from nsit
5482,NSUT Delhi
5483,Didi NSIT se hain
5484,@Pratyush Kumar Mishra ok
5485,DU
5486,Didi ap konsa college mai padh rahe the ??
5487,@Ved Dhapodkarlagta hai naye naye ho...
5488,Sahi he bhai.... Ye konse nashe he bhai
5489,Aman bhaiya should collab with divine
5490,Behenji aap choti daal kar video banaya kare aap choti me bohot khoobsurat lagti hai
5491,thnx for video
5492,Ap Microsoft me job kr rahi hai
5493,Please help direct bca addmission government college without entrance exam please help
5494,Expecting a reply from apna College team
5495,"Bas skills seekho , company peeche peeche daudegi"
5496,"@Vishwam Barot waah , kya scene hai 😂😂😂😂😂😂😂<br><br>Aisa kucch nahi hai"
5497,@Vishwam Barot and kaafi ko achha package bhi milta h if they do mca
5498,@Vishwam Barot btech na ho paye to yei karna padega naaa
5499,bas itna pata hein bohot kaam salary package milte unko.
5500,Bca k bareme bhi banaooo videooo pleaseee
5501,Is BCA better than Diploma in CSE?
5502,Thank u so much sister...
5503,@apna college pls make vedeo on how start preparing for gate exam from 1st year
5504,Hope Microsoft wali didi or AMAN BHAIYA ki shaadi ho jaye 💙💙🥺
5505,This is the world best YouTube  channel
5506,didi u r great
5507,Aman sir nhi didi aman bhaiya 🙂
5508,Hy ap siliguri se ho ky?
5509,"To me, the only thing to know before engineering :&quot;Nahi Karna Tha&quot;  😂"
5510,@Vinay Kumar 🤣🤣🤣
5511,@Vinay Kumar 🤣😂
5512,@Harvi even i don&#39;t have but I&#39;ll buy soon
5513,@Vinay Kumar oh. Bhai 😂
5514,@expoz us
5515,"<a href=""https://www.youtube.com/watch?v=hg38QLJbmuc&amp;t=3m30s"">3:30</a> literally you did a Microsoft internship on a 25k laptop , very inspiring 👍"
5516,Please make video on Data scientist and AI engineer
5517,Aman sir is temporary<br>Aman bhaiya is permanent (feeling)
5518,Thanks for this video
5519,Asalam o alikum
5520,@☆Sharsti Arya techbee is scam don&#39;t fall in that trap. They will make contract with u for 2 yrs and work like slave. They may remove u also so u wont be able to join any company bcoz of no degree. Beware of such scams
5521,@focus are u sure <br>Do u know someone who did techbee
5522,engineering is far better than techbee program! Try going for engineering even if it is from a good tier 3 college!
5523,privt
5524,Di plzz btayoo na private ENGEENERING college s better h kyy HCL ka TECHBEE program?????
5525,c++ course is not that good. it is really difficult for the beginners. :((((
5526,Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
5527,Thank u thank u very much 🥺❤️ .. abhi meri iss situation me.... Bohot help kara yehhh... Thank u ❤️🥺
5528,@universe Mishra please don&#39;t spam. This is not a proper place for cheap advertisements.
5529,@PhanniKun then bro it&#39;s basically on ur intrest
5530,"@Hey Nachiket that is when one has few choices,not when enough choices ,she talked about"
5531,@Hey Nachiket bruh😂😐
5532,"H<a href=""https://youtube.com/channel/UCzffcgux9ZgUvqkxFlqDc6w"">https://youtube.com/channel/UCzffcgux9ZgUvqkxFlqDc6w</a>"
5533,Branch selection is a bit confusing during admission into a college with a certain discipline. So please make a video on this topic
5534,Didi please make a video on cloud computing roadmap🙏🙏🙏🙏
5535,Dii system design notes plzzz!!!
5536,"if you have no option to remove your admission.....don&#39;t feel bad and even in top IITs and NIT&#39;s the lecturers are very very bad, even i am from an NIT, for learning we come to youtube not to the classroom, because the lecturers are not fit for teaching, may be they have phds but for teaching most of them are not better.... <br><br>you took cse in other than tier1 college, no problem you can still have chance to survive, look some videos on how tier2 clg student get into google, Microsoft....you have to apply for off-campus.."
5537,🙄
5538,I took admission in SRM ktr campus. Cse. Is my decision correct!!?
5539,Shyd main thoda late ho gya isko dekhne me 🙂
5540,First view&#39;👍🏽
5541,Microsoft Wali Didi you are a biggest part of fulfilled the vision of Apna College
5542,😂😂😂
5543,Advance rip 💔😐
5544,"I&#39;m excited to hear abt Nepal❤️✨😍btw I&#39;m  also gonna take engineering...but I&#39;m not good at maths...I&#39;m more interested in sports,arts,music and dance...but I think no scope for them !!... I really don&#39;t know what to do"
